"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"2108","attncheck","2","attncheck","html-button-response","184","819226","0.0-35.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"null","fixation","null","fixation","html-keyboard-response","185","819580","0.0-36.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","186","820111","0.0-36.0-1.0","32","prefer_not_to_say","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1481","Confidence judgement (first response)","","confidence_first","html-keyboard-response","187","821595","0.0-36.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","96.25","50","96.25","true","59","","","","","","","","","","","","","","","","","","","","","",""
"1381","forcedAdvice","0","forced_advice_display","html-button-response","188","822979","0.0-36.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","189","823782","0.0-36.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1344","Confidence judgment (second response)","","confidence_second","html-keyboard-response","190","825128","0.0-36.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","97.5","50","97.5","true","59","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","191","825132","0.0-37.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","12","12","240","300","60","right","96.25","2","yes","right","right","97.5","true","","","","","",""
"2236","attncheck","1","attncheck","html-button-response","192","827371","0.0-38.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","193","827820","0.0-39.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=241, diff=59]","null","numerosity","html-keyboard-response","194","828335","0.0-39.0-1.0","32","prefer_not_to_say","","-1","-1","300","241","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16668","Confidence judgement (first response)","","confidence_first","html-keyboard-response","195","845004","0.0-39.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","98","98","50","true","59","","","","","","","","","","","","","","","","","","","","","",""
"838","noAdvice","0","no_advice_display","html-button-response","196","845843","0.0-39.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","197","846657","0.0-39.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1215","Confidence judgment (second response)","","confidence_second","html-keyboard-response","198","847876","0.0-39.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","98","98","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","199","847880","0.0-40.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","13","13","300","241","59","left","98","3","yes","right","left","98","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","200","848124","0.0-41.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=242, diff=58]","null","numerosity","html-keyboard-response","201","848669","0.0-41.0-1.0","32","prefer_not_to_say","","-1","-1","300","242","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1363","Confidence judgement (first response)","","confidence_first","html-keyboard-response","202","850036","0.0-41.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","96.5","96.5","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"2164","forcedAdvice","0","forced_advice_display","html-button-response","203","852202","0.0-41.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","204","853081","0.0-41.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1136","Confidence judgment (second response)","","confidence_second","html-keyboard-response","205","854220","0.0-41.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96","96","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","206","854221","0.0-42.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","14","14","300","242","58","left","96.5","2","yes","left","left","96","true","","","","","",""
"31946","block message","0","block_message","html-button-response","207","886169","0.0-43.0","32","prefer_not_to_say","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","208","886467","0.0-44.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","209","886983","0.0-44.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1906","Confidence judgement (first response)","","confidence_first","html-keyboard-response","210","888892","0.0-44.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","91.75","50","91.75","true","58","","","","","","","","","","","","","","","","","","","","","",""
"1092","forcedAdvice","0","forced_advice_display","html-button-response","211","889987","0.0-44.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","212","890794","0.0-44.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1389","Confidence judgment (second response)","","confidence_second","html-keyboard-response","213","892185","0.0-44.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96","96","50","false","59","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","214","892189","0.0-45.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","0","15","242","300","58","right","91.75","2","yes","left","left","96","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","215","892535","0.0-46.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=241, diff=59]","null","numerosity","html-keyboard-response","216","893049","0.0-46.0-1.0","32","prefer_not_to_say","","-1","-1","300","241","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1359","Confidence judgement (first response)","","confidence_first","html-keyboard-response","217","894411","0.0-46.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","97","97","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"763","noAdvice","0","no_advice_display","html-button-response","218","895175","0.0-46.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","219","895989","0.0-46.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1024","Confidence judgment (second response)","","confidence_second","html-keyboard-response","220","897016","0.0-46.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","97","97","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","221","897021","0.0-47.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","1","16","300","241","59","left","97","3","yes","left","left","97","true","","","","","",""
"1995","attncheck","2","attncheck","html-button-response","222","899018","0.0-48.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"null","fixation","null","fixation","html-keyboard-response","223","899346","0.0-49.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=242, diff=58]","null","numerosity","html-keyboard-response","224","899861","0.0-49.0-1.0","32","prefer_not_to_say","","-1","-1","300","242","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1612","Confidence judgement (first response)","","confidence_first","html-keyboard-response","225","901475","0.0-49.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","62","62","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"1308","[advice choice Y,N]","0","advice_choice","html-button-response","226","902785","0.0-49.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","227","903595","0.0-49.0-3.0-1.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1142","Confidence judgment (second response)","","confidence_second","html-keyboard-response","228","904740","0.0-49.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.75","96.75","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","229","904746","0.0-50.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","2","17","300","242","58","left","62","1","yes","left","left","96.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","230","905128","0.0-51.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","231","905672","0.0-51.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1713","Confidence judgement (first response)","","confidence_first","html-keyboard-response","232","907388","0.0-51.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","95","50","95","true","57","","","","","","","","","","","","","","","","","","","","","",""
"993","[advice choice Y,N]","0","advice_choice","html-button-response","233","908384","0.0-51.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","234","909188","0.0-51.0-3.0-1.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1349","Confidence judgment (second response)","","confidence_second","html-keyboard-response","235","910538","0.0-51.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","97.25","97.25","50","false","59","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","236","910540","0.0-52.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","3","18","242","300","58","right","95","1","yes","left","left","97.25","false","","","","","",""
"34450","block message","0","block_message","html-button-response","237","944993","0.0-53.0","32","prefer_not_to_say","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","238","945349","0.0-54.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=241, right=300, diff=59]","null","numerosity","html-keyboard-response","239","945865","0.0-54.0-1.0","32","prefer_not_to_say","","-1","-1","241","300","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1382","Confidence judgement (first response)","","confidence_first","html-keyboard-response","240","947250","0.0-54.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","95.25","50","95.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"988","[advice choice Y,N]","0","advice_choice","html-button-response","241","948242","0.0-54.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","242","949058","0.0-54.0-3.0-1.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1031","Confidence judgment (second response)","","confidence_second","html-keyboard-response","243","950094","0.0-54.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","95","50","95","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","244","950097","0.0-55.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","4","19","241","300","59","right","95.25","1","yes","right","right","95","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","245","950582","0.0-56.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","246","951096","0.0-56.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","Confidence judgement (first response)","","confidence_first","html-keyboard-response","247","952239","0.0-56.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","94.25","50","94.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"850","[advice choice Y,N]","1","advice_choice","html-button-response","248","953092","0.0-56.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","249","953992","0.0-56.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"852","Confidence judgment (second response)","","confidence_second","html-keyboard-response","250","954847","0.0-56.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","94.25","50","94.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","251","954853","0.0-57.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","5","20","242","300","58","right","94.25","1","no","right","right","94.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","252","955255","0.0-58.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","253","955815","0.0-58.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1708","Confidence judgement (first response)","","confidence_first","html-keyboard-response","254","957524","0.0-58.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98","50","98","true","57","","","","","","","","","","","","","","","","","","","","","",""
"877","forcedAdvice","0","forced_advice_display","html-button-response","255","958403","0.0-58.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","256","959208","0.0-58.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"760","Confidence judgment (second response)","","confidence_second","html-keyboard-response","257","959969","0.0-58.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","98","50","98","true","57","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","258","959974","0.0-59.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","6","21","242","300","58","right","98","2","no","right","right","98","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","259","960204","0.0-60.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=243, diff=57]","null","numerosity","html-keyboard-response","260","960719","0.0-60.0-1.0","32","prefer_not_to_say","","-1","-1","300","243","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2427","Confidence judgement (first response)","","confidence_first","html-keyboard-response","261","963149","0.0-60.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","96.25","96.25","50","true","57","","","","","","","","","","","","","","","","","","","","","",""
"933","forcedAdvice","0","forced_advice_display","html-button-response","262","964086","0.0-60.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","263","964889","0.0-60.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1573","Confidence judgment (second response)","","confidence_second","html-keyboard-response","264","966464","0.0-60.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","95.75","95.75","50","true","57","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","265","966469","0.0-61.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","7","22","300","243","57","left","96.25","2","no","left","left","95.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","266","966926","0.0-62.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=243, diff=57]","null","numerosity","html-keyboard-response","267","967440","0.0-62.0-1.0","32","prefer_not_to_say","","-1","-1","300","243","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1343","Confidence judgement (first response)","","confidence_first","html-keyboard-response","268","968783","0.0-62.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","96.25","96.25","50","true","57","","","","","","","","","","","","","","","","","","","","","",""
"899","[advice choice Y,N]","1","advice_choice","html-button-response","269","969684","0.0-62.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","270","970512","0.0-62.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473","Confidence judgment (second response)","","confidence_second","html-keyboard-response","271","970987","0.0-62.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.25","96.25","50","true","56","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","272","970992","0.0-63.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","8","23","300","243","57","left","96.25","1","no","left","left","96.25","true","","","","","",""
"1452","block message","0","block_message","html-button-response","273","972448","0.0-64.0","32","prefer_not_to_say","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","274","972708","0.0-65.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=244, right=300, diff=56]","null","numerosity","html-keyboard-response","275","973223","0.0-65.0-1.0","32","prefer_not_to_say","","-1","-1","244","300","56","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13248","Confidence judgement (first response)","","confidence_first","html-keyboard-response","276","986473","0.0-65.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","93","93","50","false","57","","","","","","","","","","","","","","","","","","","","","",""
"1054","noAdvice","0","no_advice_display","html-button-response","277","987531","0.0-65.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","278","988376","0.0-65.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","Confidence judgment (second response)","","confidence_second","html-keyboard-response","279","989259","0.0-65.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","93","93","50","false","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","280","989261","0.0-66.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","9","24","244","300","56","left","93","3","no","left","left","93","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","281","989730","0.0-67.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","282","990245","0.0-67.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1394","Confidence judgement (first response)","","confidence_first","html-keyboard-response","283","991642","0.0-67.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","96","50","96","true","58","","","","","","","","","","","","","","","","","","","","","",""
"906","noAdvice","0","no_advice_display","html-button-response","284","992550","0.0-67.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","285","993361","0.0-67.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603","Confidence judgment (second response)","","confidence_second","html-keyboard-response","286","993967","0.0-67.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","96","50","96","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","287","993972","0.0-68.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","10","25","242","300","58","right","96","3","no","left","right","96","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","288","994331","0.0-69.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","289","994843","0.0-69.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1804","Confidence judgement (first response)","","confidence_first","html-keyboard-response","290","996647","0.0-69.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98.75","50","98.75","true","57","","","","","","","","","","","","","","","","","","","","","",""
"985","noAdvice","0","no_advice_display","html-button-response","291","997632","0.0-69.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","292","998443","0.0-69.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119467","Confidence judgment (second response)","","confidence_second","html-keyboard-response","293","1117912","0.0-69.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","100","50","100","true","57","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","294","1117914","0.0-70.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","11","26","242","300","58","right","98.75","3","no","left","right","100","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","295","1118425","0.0-71.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=243, right=300, diff=57]","null","numerosity","html-keyboard-response","296","1118950","0.0-71.0-1.0","32","prefer_not_to_say","","-1","-1","243","300","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2048","Confidence judgement (first response)","","confidence_first","html-keyboard-response","297","1121000","0.0-71.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","99.25","50","99.25","true","57","","","","","","","","","","","","","","","","","","","","","",""
"835","forcedAdvice","0","forced_advice_display","html-button-response","298","1121840","0.0-71.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","299","1122645","0.0-71.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"2022","Confidence judgment (second response)","","confidence_second","html-keyboard-response","300","1124668","0.0-71.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","99.25","50","99.25","true","57","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","301","1124674","0.0-72.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","12","27","243","300","57","right","99.25","2","no","right","right","99.25","true","","","","","",""
"1378","attncheck","1","attncheck","html-button-response","302","1126055","0.0-73.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","303","1126534","0.0-74.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=243, right=300, diff=57]","null","numerosity","html-keyboard-response","304","1127048","0.0-74.0-1.0","32","prefer_not_to_say","","-1","-1","243","300","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5449","Confidence judgement (first response)","","confidence_first","html-keyboard-response","305","1132499","0.0-74.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","100","100","50","false","58","","","","","","","","","","","","","","","","","","","","","",""
"1121","noAdvice","0","no_advice_display","html-button-response","306","1133623","0.0-74.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","307","1134434","0.0-74.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16947","Confidence judgment (second response)","","confidence_second","html-keyboard-response","308","1151384","0.0-74.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","50.25","50.25","50","false","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","309","1151389","0.0-75.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","13","28","243","300","57","left","100","3","no","right","left","50.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","310","1151785","0.0-76.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","311","1152299","0.0-76.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3116","Confidence judgement (first response)","","confidence_first","html-keyboard-response","312","1155417","0.0-76.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","50","50","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"863","forcedAdvice","0","forced_advice_display","html-button-response","313","1156283","0.0-76.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","314","1157098","0.0-76.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"3124","Confidence judgment (second response)","","confidence_second","html-keyboard-response","315","1160226","0.0-76.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","51.25","50","51.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","316","1160231","0.0-77.0","32","prefer_not_to_say","","","","","","","","","","","","","","","1","14","29","242","300","58","right","50","2","no","right","right","51.25","true","","","","","",""
"1161","block message","0","block_message","html-button-response","317","1161396","0.0-78.0","32","prefer_not_to_say","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
