"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"798","[advice choice Y,N]","1","advice_choice","html-button-response","576","1495036","0.0-159.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","577","1495880","0.0-159.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1042","Confidence judgment (second response)","","confidence_second","html-keyboard-response","578","1496927","0.0-159.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","88.5","88.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","579","1496932","0.0-160.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","5","65","300","238","62","left","88.5","1","no","left","left","88.5","true","","","","","",""
"1743","attncheck","0","attncheck","html-button-response","580","1498682","0.0-161.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","",""
"null","fixation","null","fixation","html-keyboard-response","581","1499114","0.0-162.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","582","1499632","0.0-162.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1322","Confidence judgement (first response)","","confidence_first","html-keyboard-response","583","1500956","0.0-162.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98.25","50","98.25","true","62","","","","","","","","","","","","","","","","","","","","","",""
"736","forcedAdvice","0","forced_advice_display","html-button-response","584","1501697","0.0-162.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","585","1502506","0.0-162.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1145","Confidence judgment (second response)","","confidence_second","html-keyboard-response","586","1503654","0.0-162.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","91.25","50","91.25","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","587","1503658","0.0-163.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","6","66","238","300","62","right","98.25","2","no","right","right","91.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","588","1504036","0.0-164.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","589","1504548","0.0-164.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1002","Confidence judgement (first response)","","confidence_first","html-keyboard-response","590","1505552","0.0-164.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","97","50","97","true","62","","","","","","","","","","","","","","","","","","","","","",""
"946","forcedAdvice","0","forced_advice_display","html-button-response","591","1506502","0.0-164.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","592","1507319","0.0-164.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"877","Confidence judgment (second response)","","confidence_second","html-keyboard-response","593","1508201","0.0-164.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","95.5","50","95.5","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","594","1508206","0.0-165.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","7","67","238","300","62","right","97","2","no","right","right","95.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","595","1508598","0.0-166.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","596","1509116","0.0-166.0-1.0","32","prefer_not_to_say","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1361","Confidence judgement (first response)","","confidence_first","html-keyboard-response","597","1510479","0.0-166.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","96.5","96.5","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"888","[advice choice Y,N]","1","advice_choice","html-button-response","598","1511370","0.0-166.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","599","1512173","0.0-166.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1813","Confidence judgment (second response)","","confidence_second","html-keyboard-response","600","1513989","0.0-166.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.5","96.5","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","601","1513994","0.0-167.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","8","68","300","238","62","left","96.5","1","no","right","left","96.5","false","","","","","",""
"948","block message","0","block_message","html-button-response","602","1514948","0.0-168.0","32","prefer_not_to_say","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","603","1515227","0.0-169.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","604","1515775","0.0-169.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1391","Confidence judgement (first response)","","confidence_first","html-keyboard-response","605","1517170","0.0-169.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","91","50","91","true","61","","","","","","","","","","","","","","","","","","","","","",""
"842","noAdvice","0","no_advice_display","html-button-response","606","1518016","0.0-169.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","607","1518875","0.0-169.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1043","Confidence judgment (second response)","","confidence_second","html-keyboard-response","608","1519922","0.0-169.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","91","50","91","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","609","1519926","0.0-170.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","9","69","239","300","61","right","91","3","no","right","right","91","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","610","1520373","0.0-171.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","611","1520902","0.0-171.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1087","Confidence judgement (first response)","","confidence_first","html-keyboard-response","612","1521991","0.0-171.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","95","50","95","true","61","","","","","","","","","","","","","","","","","","","","","",""
"792","noAdvice","0","no_advice_display","html-button-response","613","1522787","0.0-171.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","614","1523596","0.0-171.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","Confidence judgment (second response)","","confidence_second","html-keyboard-response","615","1524581","0.0-171.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","84.75","50","84.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","616","1524586","0.0-172.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","10","70","239","300","61","right","95","3","no","right","right","84.75","true","","","","","",""
"1201","attncheck","1","attncheck","html-button-response","617","1525794","0.0-173.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","618","1526015","0.0-174.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=239, diff=61]","null","numerosity","html-keyboard-response","619","1526530","0.0-174.0-1.0","32","prefer_not_to_say","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1309","Confidence judgement (first response)","","confidence_first","html-keyboard-response","620","1527841","0.0-174.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","93","93","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"769","noAdvice","0","no_advice_display","html-button-response","621","1528613","0.0-174.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","622","1529429","0.0-174.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1161","Confidence judgment (second response)","","confidence_second","html-keyboard-response","623","1530593","0.0-174.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","93","93","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","624","1530597","0.0-175.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","11","71","300","239","61","left","93","3","no","right","left","93","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","625","1531050","0.0-176.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","626","1531570","0.0-176.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1024","Confidence judgement (first response)","","confidence_first","html-keyboard-response","627","1532595","0.0-176.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","95.75","95.75","50","false","61","","","","","","","","","","","","","","","","","","","","","",""
"794","forcedAdvice","0","forced_advice_display","html-button-response","628","1533392","0.0-176.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","629","1534203","0.0-176.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1464","Confidence judgment (second response)","","confidence_second","html-keyboard-response","630","1535671","0.0-176.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","94.75","50","94.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","631","1535675","0.0-177.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","12","72","239","300","61","left","95.75","2","no","right","right","94.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","632","1536081","0.0-178.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","633","1536609","0.0-178.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1107","Confidence judgement (first response)","","confidence_first","html-keyboard-response","634","1537720","0.0-178.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","91","50","91","true","61","","","","","","","","","","","","","","","","","","","","","",""
"894","noAdvice","0","no_advice_display","html-button-response","635","1538618","0.0-178.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","636","1539461","0.0-178.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1181","Confidence judgment (second response)","","confidence_second","html-keyboard-response","637","1540643","0.0-178.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","58.25","58.25","50","false","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","638","1540645","0.0-179.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","13","73","239","300","61","right","91","3","no","right","left","58.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","639","1541045","0.0-180.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","640","1541559","0.0-180.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1272","Confidence judgement (first response)","","confidence_first","html-keyboard-response","641","1542833","0.0-180.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98","50","98","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1159","forcedAdvice","0","forced_advice_display","html-button-response","642","1543995","0.0-180.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","643","1544812","0.0-180.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1063","Confidence judgment (second response)","","confidence_second","html-keyboard-response","644","1545879","0.0-180.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","74.25","50","74.25","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","645","1545883","0.0-181.0","32","prefer_not_to_say","","","","","","","","","","","","","","","4","14","74","239","300","61","right","98","2","no","right","right","74.25","true","","","","","",""
"740","block message","0","block_message","html-button-response","646","1546628","0.0-182.0","32","prefer_not_to_say","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","647","1547038","0.0-183.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=239, diff=61]","null","numerosity","html-keyboard-response","648","1547551","0.0-183.0-1.0","32","prefer_not_to_say","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1347","Confidence judgement (first response)","","confidence_first","html-keyboard-response","649","1548902","0.0-183.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","62.75","50","62.75","false","62","","","","","","","","","","","","","","","","","","","","","",""
"851","forcedAdvice","0","forced_advice_display","html-button-response","650","1549756","0.0-183.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","651","1550562","0.0-183.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1398","Confidence judgment (second response)","","confidence_second","html-keyboard-response","652","1551962","0.0-183.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","80.5","80.5","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","653","1551964","0.0-184.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","0","75","300","239","61","right","62.75","2","no","left","left","80.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","654","1552198","0.0-185.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","655","1552716","0.0-185.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"893","Confidence judgement (first response)","","confidence_first","html-keyboard-response","656","1553612","0.0-185.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","76.75","50","76.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1218","noAdvice","0","no_advice_display","html-button-response","657","1554833","0.0-185.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","658","1555692","0.0-185.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"923","Confidence judgment (second response)","","confidence_second","html-keyboard-response","659","1556619","0.0-185.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","79.75","79.75","50","false","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","660","1556623","0.0-186.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","1","76","239","300","61","right","76.75","3","no","left","left","79.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","661","1557067","0.0-187.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","662","1557584","0.0-187.0-1.0","32","prefer_not_to_say","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","Confidence judgement (first response)","","confidence_first","html-keyboard-response","663","1558847","0.0-187.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","87.25","87.25","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"888","[advice choice Y,N]","1","advice_choice","html-button-response","664","1559738","0.0-187.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","665","1560544","0.0-187.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"939","Confidence judgment (second response)","","confidence_second","html-keyboard-response","666","1561485","0.0-187.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","81.25","81.25","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","667","1561488","0.0-188.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","2","77","300","238","62","left","87.25","1","no","left","left","81.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","668","1561952","0.0-189.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","669","1562469","0.0-189.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1279","Confidence judgement (first response)","","confidence_first","html-keyboard-response","670","1563751","0.0-189.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","66","50","66","true","61","","","","","","","","","","","","","","","","","","","","","",""
"882","[advice choice Y,N]","0","advice_choice","html-button-response","671","1564636","0.0-189.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","672","1565438","0.0-189.0-3.0-1.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"971","Confidence judgment (second response)","","confidence_second","html-keyboard-response","673","1566414","0.0-189.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","93.5","50","93.5","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","674","1566419","0.0-190.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","3","78","238","300","62","right","66","1","yes","right","right","93.5","true","","","","","",""
"786","block message","0","block_message","html-button-response","675","1567209","0.0-191.0","32","prefer_not_to_say","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","676","1567532","0.0-192.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","677","1568046","0.0-192.0-1.0","32","prefer_not_to_say","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","Confidence judgement (first response)","","confidence_first","html-keyboard-response","678","1569517","0.0-192.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","87.75","50","87.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1064","[advice choice Y,N]","1","advice_choice","html-button-response","679","1570585","0.0-192.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","680","1571401","0.0-192.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"771","Confidence judgment (second response)","","confidence_second","html-keyboard-response","681","1572173","0.0-192.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","89.25","89.25","50","false","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","682","1572175","0.0-193.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","4","79","239","300","61","right","87.75","1","no","right","left","89.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","683","1572495","0.0-194.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","684","1573007","0.0-194.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1574","Confidence judgement (first response)","","confidence_first","html-keyboard-response","685","1574584","0.0-194.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","95.25","95.25","50","false","62","","","","","","","","","","","","","","","","","","","","","",""
"711","[advice choice Y,N]","1","advice_choice","html-button-response","686","1575299","0.0-194.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","687","1576183","0.0-194.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085","Confidence judgment (second response)","","confidence_second","html-keyboard-response","688","1577275","0.0-194.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","64.25","64.25","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","689","1577281","0.0-195.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","5","80","238","300","62","left","95.25","1","no","right","left","64.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","690","1577601","0.0-196.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","691","1578116","0.0-196.0-1.0","32","prefer_not_to_say","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","Confidence judgement (first response)","","confidence_first","html-keyboard-response","692","1579720","0.0-196.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","94.5","50","94.5","true","63","","","","","","","","","","","","","","","","","","","","","",""
"1172","forcedAdvice","0","forced_advice_display","html-button-response","693","1580895","0.0-196.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","694","1581706","0.0-196.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1218","Confidence judgment (second response)","","confidence_second","html-keyboard-response","695","1582926","0.0-196.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","69.75","50","69.75","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","696","1582928","0.0-197.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","6","81","237","300","63","right","94.5","2","no","right","right","69.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","697","1583371","0.0-198.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","698","1583886","0.0-198.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1365","Confidence judgement (first response)","","confidence_first","html-keyboard-response","699","1585254","0.0-198.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","93.25","50","93.25","true","62","","","","","","","","","","","","","","","","","","","","","",""
"1825","forcedAdvice","0","forced_advice_display","html-button-response","700","1587081","0.0-198.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","701","1587886","0.0-198.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"2412","Confidence judgment (second response)","","confidence_second","html-keyboard-response","702","1590300","0.0-198.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","92.5","50","92.5","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","703","1590302","0.0-199.0","32","prefer_not_to_say","","","","","","","","","","","","","","","5","7","82","238","300","62","right","93.25","2","no","right","right","92.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","704","1590640","0.0-200.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","705","1591150","0.0-200.0-1.0","32","prefer_not_to_say","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","Confidence judgement (first response)","","confidence_first","html-keyboard-response","706","1592493","0.0-200.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","91.5","50","91.5","true","62","","","","","","","","","","","","","","","","","","","","","",""
"1616","[advice choice Y,N]","0","advice_choice","html-button-response","707","1594112","0.0-200.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
