"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","forced_advice_display","html-button-response","422","855797","0.0-131.0-4.0-0.0","664","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","423","856601","0.0-131.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","424","858448","0.0-131.0-6.0","1842.9999999998836","Confidence judgment (second response)","","","-1","-1","","","","right","99.75","50","99.75","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","425","858452","0.0-132.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","14","44","255","300","45","right","99.75","true","1859","2","yes","right","right","99.75","true","true","1842.9999999998836","","","","","","","",""
"","block_message","html-button-response","426","859997","0.0-133.0","1542","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","427","861445","0.0-134.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","428","861965","0.0-134.0-1.0","null","[Dot display: left=300, right=256, diff=44]","null","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","429","864749","0.0-134.0-2.0","2780","Confidence judgement (first response)","","","-1","-1","","","","right","81","50","81","false","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","430","865531","0.0-134.0-5.0-0.0","780","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","431","866333","0.0-134.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","432","867815","0.0-134.0-6.0","1478","Confidence judgment (second response)","","","-1","-1","","","","right","81","50","81","false","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","433","867818","0.0-135.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","0","45","300","256","44","right","81","false","2780","3","yes","right","right","81","false","false","1478","","","","","","","",""
"","fixation","html-keyboard-response","434","869319","0.0-136.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","435","869840","0.0-136.0-1.0","null","[Dot display: left=255, right=300, diff=45]","null","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","436","872466","0.0-136.0-2.0","2621","Confidence judgement (first response)","","","-1","-1","","","","right","57.75","50","57.75","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","437","873198","0.0-136.0-3.0-0.0","729","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","438","874002","0.0-136.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","439","875183","0.0-136.0-6.0","1176","Confidence judgment (second response)","","","-1","-1","","","","left","53.5","53.5","50","false","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","440","875187","0.0-137.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","1","46","255","300","45","right","57.75","true","2621","1","yes","left","left","53.5","false","false","1176","","","","","","","",""
"","fixation","html-keyboard-response","441","876400","0.0-138.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","442","876915","0.0-138.0-1.0","null","[Dot display: left=255, right=300, diff=45]","null","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","443","878351","0.0-138.0-2.0","1432.0000000001164","Confidence judgement (first response)","","","-1","-1","","","","right","89.5","50","89.5","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","444","879065","0.0-138.0-4.0-0.0","712","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","445","879869","0.0-138.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","446","881733","0.0-138.0-6.0","1859","Confidence judgment (second response)","","","-1","-1","","","","left","51","51","50","false","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","447","881737","0.0-139.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","2","47","255","300","45","right","89.5","true","1432.0000000001164","2","yes","left","left","51","false","false","1859","","","","","","","",""
"","fixation","html-keyboard-response","448","883024","0.0-140.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","449","883540","0.0-140.0-1.0","null","[Dot display: left=255, right=300, diff=45]","null","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","450","885767","0.0-140.0-2.0","2223","Confidence judgement (first response)","","","-1","-1","","","","right","99.25","50","99.25","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","451","886400","0.0-140.0-3.0-0.0","631","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","452","887208","0.0-140.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","453","887834","0.0-140.0-6.0","622","Confidence judgment (second response)","","","-1","-1","","","","right","99.25","50","99.25","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","454","887837","0.0-141.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","3","48","255","300","45","right","99.25","true","2223","1","yes","right","right","99.25","true","true","622","","","","","","","",""
"","fixation","html-keyboard-response","455","889279","0.0-142.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","456","889796","0.0-142.0-1.0","null","[Dot display: left=255, right=300, diff=45]","null","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","457","892768","0.0-142.0-2.0","2967","Confidence judgement (first response)","","","-1","-1","","","","right","99.5","50","99.5","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","458","893983","0.0-142.0-4.0-0.0","1214","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","459","894787","0.0-142.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","460","897159","0.0-142.0-6.0","2363","Confidence judgment (second response)","","","-1","-1","","","","right","53.75","50","53.75","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
